State_a,State,City,Population,Violent_crime,Murder_manslaughter,Rape,Robbery,Aggravated_assault,Property_crime,Burglary,Larceny_theft,Motor_vehicle_theft,Arson,city_state,longitude,latitude
MICHIGAN,michigan,Livonia,95220.00,148.00,0.00,18.00,34.00,96.00,1961.00,285.00,1498.00,178.00,11.00,"Livonia,michigan",-83.3527097,42.36837
MICHIGAN,michigan,Lowell,3858.00,26.00,0.00,7.00,0.00,19.00,127.00,13.00,110.00,4.00,1.00,"Lowell,michigan",-85.3419609,42.9336426
MICHIGAN,michigan,Ludington,8035.00,25.00,0.00,14.00,1.00,10.00,197.00,38.00,156.00,3.00,0.00,"Ludington,michigan",-86.4525831,43.9552825
MICHIGAN,michigan,Luna Pier,1417.00,1.00,0.00,1.00,0.00,0.00,34.00,6.00,27.00,1.00,0.00,"Luna Pier,michigan",-83.442433,41.8069907
MICHIGAN,michigan,Mackinac Island,494.00,2.00,0.00,0.00,0.00,2.00,208.00,3.00,204.00,1.00,0.00,"Mackinac Island,michigan",-84.6275658,45.8683129
MICHIGAN,michigan,Mackinaw City,808.00,3.00,0.00,2.00,0.00,1.00,37.00,4.00,33.00,0.00,0.00,"Mackinaw City,michigan",-84.7271465,45.7774987
MICHIGAN,michigan,Madison Heights,30080.00,78.00,0.00,10.00,17.00,51.00,862.00,107.00,656.00,99.00,6.00,"Madison Heights,michigan",-83.1052028,42.4858692
MICHIGAN,michigan,Madison Township,8567.00,7.00,0.00,2.00,1.00,4.00,78.00,4.00,74.00,0.00,0.00,"Madison Township,michigan",-84.0695961,41.8560283
MICHIGAN,michigan,Mancelona,1379.00,2.00,0.00,0.00,0.00,2.00,15.00,3.00,11.00,1.00,0.00,"Mancelona,michigan",-85.0608848,44.902229
MICHIGAN,michigan,Manistee,6158.00,11.00,0.00,3.00,0.00,8.00,158.00,33.00,122.00,3.00,0.00,"Manistee,michigan",-86.324253,44.2444473
MICHIGAN,michigan,Manistique,3031.00,7.00,0.00,2.00,0.00,5.00,79.00,12.00,66.00,1.00,1.00,"Manistique,michigan",-86.2462523,45.9577506
MICHIGAN,michigan,Marlette,1828.00,7.00,0.00,3.00,0.00,4.00,27.00,1.00,26.00,0.00,0.00,"Marlette,michigan",-83.08022,43.3269685
MICHIGAN,michigan,Marquette,21590.00,19.00,0.00,9.00,2.00,8.00,321.00,31.00,284.00,6.00,0.00,"Marquette,michigan",-87.3955954,46.5475825
MICHIGAN,michigan,Marshall,7050.00,16.00,0.00,4.00,2.00,10.00,155.00,17.00,133.00,5.00,0.00,"Marshall,michigan",-84.9633148,42.2722641
MICHIGAN,michigan,Marysville,9763.00,2.00,0.00,0.00,1.00,1.00,185.00,30.00,152.00,3.00,0.00,"Marysville,michigan",-82.4868599,42.9125305
MICHIGAN,michigan,Mason,8246.00,7.00,0.00,2.00,1.00,4.00,167.00,34.00,122.00,11.00,0.00,"Mason,michigan",-84.4435845,42.5792027
MICHIGAN,michigan,Mattawan,1971.00,1.00,0.00,0.00,1.00,0.00,28.00,3.00,24.00,1.00,0.00,"Mattawan,michigan",-85.784453,42.2094839
MICHIGAN,michigan,Mayville,928.00,1.00,0.00,0.00,0.00,1.00,16.00,3.00,13.00,0.00,0.00,"Mayville,michigan",-83.3524502,43.3369682
MICHIGAN,michigan,Melvindale,10473.00,34.00,0.00,6.00,5.00,23.00,307.00,60.00,215.00,32.00,3.00,"Melvindale,michigan",-83.175203,42.2825383
MICHIGAN,michigan,Memphis,1178.00,4.00,0.00,0.00,0.00,4.00,12.00,4.00,7.00,1.00,1.00,"Memphis,michigan",-82.7688134,42.8964179
MICHIGAN,michigan,Menominee,8476.00,20.00,0.00,10.00,0.00,10.00,191.00,38.00,150.00,3.00,0.00,"Menominee,michigan",-87.6142737,45.1077627
MICHIGAN,michigan,Meridian Township,40609.00,116.00,4.00,22.00,31.00,59.00,931.00,168.00,739.00,24.00,4.00,"Meridian Township,michigan",-84.4150644,42.7265389
MICHIGAN,michigan,Metamora Township,4238.00,2.00,0.00,0.00,0.00,2.00,42.00,14.00,27.00,1.00,0.00,"Metamora Township,michigan",-83.2720082,42.919071
MICHIGAN,michigan,Michiana,182.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Michiana,michigan",-86.8133615,41.7642071
MICHIGAN,michigan,Milan,5875.00,11.00,1.00,6.00,0.00,4.00,140.00,19.00,113.00,8.00,0.00,"Milan,michigan",-83.6824384,42.0853204
MICHIGAN,michigan,Milford,16170.00,12.00,0.00,4.00,1.00,7.00,90.00,26.00,62.00,2.00,0.00,"Milford,michigan",-83.6003703,42.5916684
MICHIGAN,michigan,Monroe,20474.00,110.00,1.00,25.00,23.00,61.00,714.00,151.00,521.00,42.00,1.00,"Monroe,michigan",-83.3977101,41.9164343
MICHIGAN,michigan,Montrose Township,7706.00,11.00,0.00,5.00,0.00,6.00,193.00,112.00,79.00,2.00,0.00,"Montrose Township,michigan",-83.8579053,43.1745034
MICHIGAN,michigan,Morenci,2190.00,5.00,0.00,2.00,0.00,3.00,28.00,4.00,22.00,2.00,0.00,"Morenci,michigan",-84.2180026,41.7194949
MICHIGAN,michigan,Morrice,899.00,0.00,0.00,0.00,0.00,0.00,11.00,1.00,10.00,0.00,0.00,"Morrice,michigan",-84.1783003,42.8386425
MICHIGAN,michigan,Mount Morris,3012.00,25.00,0.00,2.00,6.00,17.00,88.00,10.00,76.00,2.00,3.00,"Mount Morris,michigan",-83.6949583,43.1186374
MICHIGAN,michigan,Mount Morris Township,20990.00,149.00,4.00,31.00,39.00,75.00,896.00,352.00,488.00,56.00,6.00,"Mount Morris Township,michigan",-83.7411631,43.1005686
MICHIGAN,michigan,Mount Pleasant,26238.00,58.00,0.00,10.00,10.00,38.00,491.00,76.00,399.00,16.00,6.00,"Mount Pleasant,michigan",-84.7675139,43.5978075
MICHIGAN,michigan,Mundy Township,14781.00,23.00,1.00,2.00,3.00,17.00,349.00,189.00,153.00,7.00,1.00,"Mundy Township,michigan",-83.7411631,42.9069105
MICHIGAN,michigan,Munising,2325.00,2.00,0.00,1.00,0.00,1.00,42.00,4.00,36.00,2.00,0.00,"Munising,michigan",-86.6479361,46.4110574
MICHIGAN,michigan,Muskegon,36658.00,325.00,3.00,47.00,70.00,205.00,1970.00,649.00,1262.00,59.00,10.00,"Muskegon,michigan",-86.2483921,43.2341813
MICHIGAN,michigan,Muskegon Heights,10768.00,206.00,3.00,27.00,45.00,131.00,707.00,203.00,449.00,55.00,6.00,"Muskegon Heights,michigan",-86.2389464,43.2011264
MICHIGAN,michigan,Napoleon Township,6771.00,2.00,0.00,0.00,0.00,2.00,57.00,20.00,37.00,0.00,0.00,"Napoleon Township,michigan",-84.3016021,42.1836806
MICHIGAN,michigan,Nashville,1622.00,2.00,0.00,1.00,0.00,1.00,26.00,3.00,18.00,5.00,0.00,"Nashville,michigan",-85.0930536,42.6028137
MICHIGAN,michigan,Negaunee,4650.00,2.00,0.00,1.00,0.00,1.00,87.00,20.00,65.00,2.00,0.00,"Negaunee,michigan",-87.6068721,46.5090928
MICHIGAN,michigan,Newaygo,1961.00,18.00,0.00,11.00,0.00,7.00,78.00,10.00,66.00,2.00,4.00,"Newaygo,michigan",-85.8000506,43.4197429
MICHIGAN,michigan,New Baltimore,12148.00,9.00,0.00,2.00,0.00,7.00,68.00,7.00,59.00,2.00,2.00,"New Baltimore,michigan",-82.7368616,42.6811436
MICHIGAN,michigan,Niles,11471.00,54.00,0.00,14.00,6.00,34.00,304.00,45.00,241.00,18.00,2.00,"Niles,michigan",-86.2541768,41.8297694
MICHIGAN,michigan,Northfield Township,8387.00,15.00,0.00,10.00,0.00,5.00,119.00,42.00,71.00,6.00,0.00,"Northfield Township,michigan",-83.7433813,42.4003857
MICHIGAN,michigan,North Muskegon,3756.00,5.00,0.00,1.00,0.00,4.00,83.00,3.00,75.00,5.00,0.00,"North Muskegon,michigan",-86.26756,43.2561251
MICHIGAN,michigan,Northville,5992.00,4.00,0.00,1.00,1.00,2.00,51.00,9.00,41.00,1.00,0.00,"Northville,michigan",-83.4832692,42.4311464
MICHIGAN,michigan,Northville Township,28734.00,18.00,0.00,5.00,0.00,13.00,364.00,51.00,299.00,14.00,1.00,"Northville Township,michigan",-83.4690247,42.4138139
MICHIGAN,michigan,Novi,57469.00,48.00,2.00,7.00,11.00,28.00,966.00,96.00,833.00,37.00,1.00,"Novi,michigan",-83.4754913,42.48059
MICHIGAN,michigan,Oakley,285.00,3.00,0.00,3.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,"Oakley,michigan",-84.1680305,43.1397481
MICHIGAN,michigan,Oak Park,29684.00,180.00,2.00,19.00,61.00,98.00,808.00,207.00,480.00,121.00,7.00,"Oak Park,michigan",-83.1827051,42.4594803
MICHIGAN,michigan,Olivet,1610.00,1.00,0.00,0.00,0.00,1.00,10.00,2.00,7.00,1.00,0.00,"Olivet,michigan",-84.9241542,42.4414273
MICHIGAN,michigan,Orchard Lake,2424.00,3.00,0.00,0.00,2.00,1.00,35.00,6.00,27.00,2.00,0.00,"Orchard Lake,michigan",-83.3735966,42.5894857
MICHIGAN,michigan,Oscoda Township,6819.00,20.00,1.00,12.00,0.00,7.00,237.00,112.00,121.00,4.00,1.00,"Oscoda Township,michigan",-83.3307974,44.4202888
MICHIGAN,michigan,Otisville,840.00,0.00,0.00,0.00,0.00,0.00,8.00,1.00,7.00,0.00,0.00,"Otisville,michigan",-83.5243976,43.1661367
MICHIGAN,michigan,Otsego,3953.00,8.00,0.00,3.00,0.00,5.00,66.00,8.00,57.00,1.00,0.00,"Otsego,michigan",-85.696406,42.4605904
MICHIGAN,michigan,Ovid,1608.00,1.00,0.00,0.00,0.00,1.00,8.00,0.00,5.00,3.00,0.00,"Ovid,michigan",-84.3716438,43.0058618
MICHIGAN,michigan,Owosso,14745.00,55.00,0.00,16.00,2.00,37.00,432.00,86.00,339.00,7.00,3.00,"Owosso,michigan",-84.1766358,42.9978049
MICHIGAN,michigan,Oxford,3476.00,6.00,0.00,1.00,1.00,4.00,33.00,6.00,25.00,2.00,0.00,"Oxford,michigan",-83.2646624,42.8247524
MICHIGAN,michigan,Paw Paw,3470.00,11.00,0.00,2.00,0.00,9.00,135.00,19.00,115.00,1.00,0.00,"Paw Paw,michigan",-85.8911246,42.2178171
MICHIGAN,michigan,Pentwater,849.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,13.00,1.00,0.00,"Pentwater,michigan",-86.4331355,43.7816728
MICHIGAN,michigan,Perry,2104.00,2.00,0.00,2.00,0.00,0.00,25.00,9.00,15.00,1.00,0.00,"Perry,michigan",-84.2194127,42.8264205
MICHIGAN,michigan,Petoskey,5722.00,1.00,0.00,0.00,0.00,1.00,77.00,14.00,59.00,4.00,1.00,"Petoskey,michigan",-84.9553296,45.3733428
MICHIGAN,michigan,Pinckney,2461.00,0.00,0.00,0.00,0.00,0.00,39.00,3.00,34.00,2.00,0.00,"Pinckney,michigan",-83.9463358,42.4567013
MICHIGAN,michigan,Pinconning,1288.00,0.00,0.00,0.00,0.00,0.00,16.00,1.00,15.00,0.00,1.00,"Pinconning,michigan",-83.9649869,43.8536325
MICHIGAN,michigan,Pittsfield Township,36091.00,69.00,1.00,13.00,16.00,39.00,724.00,79.00,602.00,43.00,1.00,"Pittsfield Township,michigan",-83.7241068,42.2103174
MICHIGAN,michigan,Plainwell,3798.00,10.00,0.00,4.00,3.00,3.00,42.00,5.00,34.00,3.00,0.00,"Plainwell,michigan",-85.6489035,42.4400357
MICHIGAN,michigan,Pleasant Ridge,2550.00,5.00,0.00,0.00,4.00,1.00,23.00,8.00,14.00,1.00,0.00,"Pleasant Ridge,michigan",-83.1421482,42.471147
MICHIGAN,michigan,Plymouth,8949.00,14.00,0.00,3.00,2.00,9.00,89.00,13.00,75.00,1.00,4.00,"Plymouth,michigan",-83.4702132,42.3714253
MICHIGAN,michigan,Plymouth Township,27076.00,18.00,0.00,5.00,3.00,10.00,296.00,46.00,231.00,19.00,0.00,"Plymouth Township,michigan",-83.5090381,42.3735328
MICHIGAN,michigan,Portage,47387.00,88.00,1.00,22.00,12.00,53.00,1606.00,162.00,1408.00,36.00,2.00,"Portage,michigan",-85.5800022,42.2011538
MICHIGAN,michigan,Port Huron,29542.00,179.00,3.00,25.00,31.00,120.00,912.00,227.00,632.00,53.00,4.00,"Port Huron,michigan",-82.4249142,42.9708634
MICHIGAN,michigan,Potterville,2613.00,0.00,0.00,0.00,0.00,0.00,74.00,6.00,68.00,0.00,0.00,"Potterville,michigan",-84.738874,42.6292029
MICHIGAN,michigan,Raisin Township,7468.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,9.00,1.00,0.00,"Raisin Township,michigan",-83.9532571,41.9389947
MICHIGAN,michigan,Reading,1063.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,"Reading,michigan",-84.7480134,41.8394928
MICHIGAN,michigan,Redford Township,47432.00,244.00,1.00,35.00,71.00,137.00,1538.00,479.00,731.00,328.00,9.00,"Redford Township,michigan",-83.2973732,42.3944486
MICHIGAN,michigan,Reed City,2396.00,7.00,0.00,2.00,1.00,4.00,55.00,8.00,45.00,2.00,0.00,"Reed City,michigan",-85.5100498,43.8750174
MICHIGAN,michigan,Reese,1421.00,1.00,0.00,0.00,0.00,1.00,21.00,1.00,9.00,11.00,0.00,"Reese,michigan",-83.6963533,43.4505787
MICHIGAN,michigan,"Richfield Township, Genesee County",8523.00,10.00,0.00,7.00,0.00,3.00,94.00,34.00,55.00,5.00,0.00,"Richfield Township, Genesee County,michigan",-83.528342,43.0887243
MICHIGAN,michigan,"Richfield Township, Roscommon County",3663.00,10.00,0.00,4.00,1.00,5.00,51.00,10.00,37.00,4.00,1.00,"Richfield Township, Roscommon County,michigan",-84.4172666,44.3197591
MICHIGAN,michigan,Richland,768.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,"Richland,michigan",-85.4550054,42.3761504
MICHIGAN,michigan,Richmond,5741.00,17.00,0.00,5.00,0.00,12.00,121.00,8.00,112.00,1.00,1.00,"Richmond,michigan",-82.7557554,42.8091969
MICHIGAN,michigan,River Rouge,7723.00,84.00,0.00,4.00,23.00,57.00,281.00,98.00,142.00,41.00,14.00,"River Rouge,michigan",-83.1343677,42.2733718
MICHIGAN,michigan,Riverview,12267.00,19.00,0.00,6.00,4.00,9.00,149.00,23.00,117.00,9.00,3.00,"Riverview,michigan",-83.1793697,42.1742073
MICHIGAN,michigan,Rochester,12947.00,9.00,0.00,1.00,0.00,8.00,109.00,18.00,89.00,2.00,0.00,"Rochester,michigan",-83.1338214,42.680588
MICHIGAN,michigan,Rockford,5894.00,7.00,0.00,5.00,0.00,2.00,88.00,11.00,76.00,1.00,0.00,"Rockford,michigan",-85.5600316,43.1200272
MICHIGAN,michigan,Rockwood,3221.00,2.00,0.00,0.00,1.00,1.00,32.00,2.00,28.00,2.00,0.00,"Rockwood,michigan",-83.2465957,42.0708765
MICHIGAN,michigan,Rogers City,2764.00,3.00,0.00,2.00,0.00,1.00,44.00,7.00,37.00,0.00,0.00,"Rogers City,michigan",-83.8183303,45.4214024
MICHIGAN,michigan,Romeo,3597.00,5.00,0.00,0.00,0.00,5.00,35.00,3.00,31.00,1.00,0.00,"Romeo,michigan",-83.0129874,42.802808
MICHIGAN,michigan,Romulus,23483.00,138.00,1.00,26.00,18.00,93.00,698.00,175.00,420.00,103.00,11.00,"Romulus,michigan",-83.3965994,42.2222614
MICHIGAN,michigan,Roosevelt Park,3800.00,7.00,0.00,3.00,2.00,2.00,266.00,15.00,245.00,6.00,1.00,"Roosevelt Park,michigan",-86.2722804,43.1964038
MICHIGAN,michigan,Roseville,47327.00,218.00,0.00,47.00,69.00,102.00,1972.00,345.00,1433.00,194.00,6.00,"Roseville,michigan",-82.9371409,42.4972583
MICHIGAN,michigan,Royal Oak,58804.00,99.00,0.00,21.00,21.00,57.00,791.00,120.00,607.00,64.00,1.00,"Royal Oak,michigan",-83.1446485,42.4894801
MICHIGAN,michigan,Saginaw,50580.00,985.00,29.00,64.00,129.00,763.00,1492.00,746.00,644.00,102.00,18.00,"Saginaw,michigan",-83.9508068,43.4194699
MICHIGAN,michigan,Saginaw Township,40636.00,96.00,0.00,9.00,26.00,61.00,869.00,132.00,705.00,32.00,0.00,"Saginaw Township,michigan",-84.0273168,43.4530016
MICHIGAN,michigan,Saline,9028.00,11.00,0.00,1.00,1.00,9.00,129.00,30.00,96.00,3.00,1.00,"Saline,michigan",-83.7816075,42.1667072
MICHIGAN,michigan,Sand Lake,512.00,0.00,0.00,0.00,0.00,0.00,11.00,3.00,8.00,0.00,0.00,"Sand Lake,michigan",-85.5178135,43.2919718
MICHIGAN,michigan,Sandusky,2624.00,4.00,0.00,1.00,0.00,3.00,43.00,4.00,38.00,1.00,0.00,"Sandusky,michigan",-82.8296572,43.4202989
MICHIGAN,michigan,Saugatuck-Douglas,2173.00,5.00,0.00,1.00,0.00,4.00,62.00,13.00,48.00,1.00,0.00,"Saugatuck-Douglas,michigan",-86.2076352,42.6420639
MICHIGAN,michigan,Sault Ste. Marie,14203.00,36.00,0.00,15.00,1.00,20.00,397.00,37.00,351.00,9.00,0.00,"Sault Ste. Marie,michigan",-84.3453169,46.4952996
MICHIGAN,michigan,Sebewaing,1715.00,2.00,0.00,0.00,0.00,2.00,22.00,1.00,19.00,2.00,0.00,"Sebewaing,michigan",-83.4510724,43.7322394
MICHIGAN,michigan,Shepherd,1525.00,4.00,0.00,0.00,0.00,4.00,21.00,2.00,19.00,0.00,1.00,"Shepherd,michigan",-84.6947325,43.5244747
MICHIGAN,michigan,Somerset Township,4582.00,1.00,0.00,0.00,1.00,0.00,28.00,3.00,23.00,2.00,0.00,"Somerset Township,michigan",-84.4172666,42.0415105
MICHIGAN,michigan,Southfield,72755.00,262.00,2.00,39.00,121.00,100.00,2120.00,443.00,1393.00,284.00,6.00,"Southfield,michigan",-83.2218731,42.4733688
MICHIGAN,michigan,Southgate,29459.00,85.00,0.00,12.00,25.00,48.00,1052.00,119.00,833.00,100.00,4.00,"Southgate,michigan",-83.1938147,42.2139284
MICHIGAN,michigan,South Haven,4355.00,3.00,0.00,1.00,1.00,1.00,14.00,5.00,9.00,0.00,0.00,"South Haven,michigan",-86.2736407,42.4030865
MICHIGAN,michigan,South Lyon,11552.00,17.00,0.00,7.00,1.00,9.00,97.00,14.00,80.00,3.00,0.00,"South Lyon,michigan",-83.6516063,42.46059
MICHIGAN,michigan,Sparta,4224.00,14.00,0.00,7.00,1.00,6.00,83.00,5.00,77.00,1.00,1.00,"Sparta,michigan",-85.7100393,43.1608578
MICHIGAN,michigan,Spring Arbor Township,8276.00,1.00,0.00,0.00,0.00,1.00,57.00,7.00,47.00,3.00,0.00,"Spring Arbor Township,michigan",-84.5172428,42.2263911
MICHIGAN,michigan,Springfield,5210.00,13.00,0.00,4.00,3.00,6.00,136.00,36.00,91.00,9.00,1.00,"Springfield,michigan",-85.2391614,42.3264298
MICHIGAN,michigan,Spring Lake-Ferrysburg,5311.00,4.00,0.00,2.00,0.00,2.00,75.00,18.00,56.00,1.00,0.00,"Spring Lake-Ferrysburg,michigan",-86.2203313,43.084462
MICHIGAN,michigan,Stanton,1409.00,2.00,0.00,1.00,0.00,1.00,13.00,5.00,8.00,0.00,2.00,"Stanton,michigan",-85.0814074,43.2925317
MICHIGAN,michigan,St. Charles,2021.00,11.00,0.00,1.00,1.00,9.00,39.00,11.00,27.00,1.00,1.00,"St. Charles,michigan",-84.1428734,43.2994596
MICHIGAN,michigan,St. Clair,5375.00,6.00,0.00,1.00,1.00,4.00,87.00,10.00,76.00,1.00,0.00,"St. Clair,michigan",-82.486024,42.8208653
MICHIGAN,michigan,Sterling Heights,130634.00,244.00,0.00,30.00,25.00,189.00,2486.00,330.00,1957.00,199.00,10.00,"Sterling Heights,michigan",-83.0302033,42.5803122
MICHIGAN,michigan,St. Ignace,2454.00,5.00,0.00,3.00,0.00,2.00,84.00,10.00,73.00,1.00,0.00,"St. Ignace,michigan",-84.7322959,45.8755685
MICHIGAN,michigan,St. Johns,7906.00,8.00,0.00,5.00,1.00,2.00,112.00,30.00,77.00,5.00,2.00,"St. Johns,michigan",-84.5591521,43.001143
MICHIGAN,michigan,St. Joseph Township,9953.00,19.00,0.00,6.00,1.00,12.00,143.00,32.00,108.00,3.00,1.00,"St. Joseph Township,michigan",-86.4786441,42.0687282
MICHIGAN,michigan,St. Louis,7416.00,8.00,0.00,6.00,0.00,2.00,62.00,17.00,43.00,2.00,4.00,"St. Louis,michigan",-84.6066704,43.4083637
MICHIGAN,michigan,Stockbridge,1222.00,5.00,0.00,2.00,1.00,2.00,35.00,6.00,28.00,1.00,0.00,"Stockbridge,michigan",-84.1805146,42.4511466
MICHIGAN,michigan,Sumpter Township,9310.00,14.00,0.00,2.00,1.00,11.00,108.00,39.00,60.00,9.00,1.00,"Sumpter Township,michigan",-83.4941318,42.1388717
MICHIGAN,michigan,Swartz Creek,5646.00,10.00,0.00,1.00,2.00,7.00,109.00,26.00,79.00,4.00,0.00,"Swartz Creek,michigan",-83.8305144,42.9572508
MICHIGAN,michigan,Sylvan Lake,1749.00,10.00,0.00,0.00,0.00,10.00,48.00,10.00,36.00,2.00,0.00,"Sylvan Lake,michigan",-83.3285467,42.6114217
MICHIGAN,michigan,Tawas,4526.00,10.00,0.00,4.00,2.00,4.00,91.00,13.00,76.00,2.00,0.00,"Tawas,michigan",-83.5146973,44.2694612
MICHIGAN,michigan,Taylor,61836.00,347.00,3.00,49.00,76.00,219.00,2083.00,470.00,1404.00,209.00,25.00,"Taylor,michigan",-83.2696509,42.240872
MICHIGAN,michigan,Thetford Township,6872.00,3.00,0.00,3.00,0.00,0.00,19.00,8.00,9.00,2.00,0.00,"Thetford Township,michigan",-83.6561215,43.1731395
MICHIGAN,michigan,Thomas Township,11846.00,9.00,0.00,0.00,0.00,9.00,166.00,28.00,133.00,5.00,0.00,"Thomas Township,michigan",-84.1224036,43.4291198
MICHIGAN,michigan,Three Rivers,7712.00,54.00,0.00,14.00,6.00,34.00,326.00,64.00,250.00,12.00,3.00,"Three Rivers,michigan",-85.632493,41.9439368
MICHIGAN,michigan,Tittabawassee Township,9849.00,15.00,0.00,6.00,0.00,9.00,92.00,21.00,69.00,2.00,1.00,"Tittabawassee Township,michigan",-84.1224036,43.5059061
MICHIGAN,michigan,Trenton,18483.00,25.00,0.00,4.00,5.00,16.00,249.00,39.00,187.00,23.00,2.00,"Trenton,michigan",-83.1782587,42.1394858
MICHIGAN,michigan,Troy,82608.00,62.00,0.00,17.00,7.00,38.00,1550.00,222.00,1250.00,78.00,2.00,"Troy,michigan",-83.1497751,42.6064095
MICHIGAN,michigan,Tuscarora Township,2996.00,5.00,0.00,0.00,0.00,5.00,85.00,2.00,82.00,1.00,1.00,"Tuscarora Township,michigan",-84.6524089,45.4191245
MICHIGAN,michigan,Unadilla Township,3402.00,6.00,1.00,3.00,0.00,2.00,29.00,2.00,25.00,2.00,0.00,"Unadilla Township,michigan",-84.0801613,42.4571439
MICHIGAN,michigan,Union City,1591.00,2.00,0.00,2.00,0.00,0.00,52.00,16.00,36.00,0.00,0.00,"Union City,michigan",-85.1360882,42.0667135
MICHIGAN,michigan,Utica,4765.00,25.00,0.00,5.00,2.00,18.00,181.00,19.00,149.00,13.00,0.00,"Utica,michigan",-83.0335384,42.6261446
MICHIGAN,michigan,Van Buren Township,28282.00,63.00,1.00,10.00,12.00,40.00,664.00,109.00,485.00,70.00,3.00,"Van Buren Township,michigan",-83.4838244,42.2203171
MICHIGAN,michigan,Vassar,2635.00,6.00,0.00,0.00,0.00,6.00,27.00,3.00,23.00,1.00,0.00,"Vassar,michigan",-83.5832917,43.3719678
MICHIGAN,michigan,Vicksburg,2993.00,7.00,0.00,3.00,1.00,3.00,60.00,9.00,51.00,0.00,1.00,"Vicksburg,michigan",-85.532775,42.1200456
MICHIGAN,michigan,Walker,24158.00,40.00,0.00,10.00,6.00,24.00,678.00,76.00,583.00,19.00,3.00,"Walker,michigan",-85.7680915,43.0014133
MICHIGAN,michigan,Walled Lake,7101.00,26.00,0.00,5.00,1.00,20.00,73.00,14.00,53.00,6.00,1.00,"Walled Lake,michigan",-83.4810481,42.537811
MICHIGAN,michigan,Warren,134167.00,679.00,3.00,127.00,166.00,383.00,3508.00,887.00,2037.00,584.00,41.00,"Warren,michigan",-83.0146526,42.5144566
MICHIGAN,michigan,Waterford Township,72949.00,135.00,0.00,36.00,21.00,78.00,1157.00,275.00,818.00,64.00,1.00,"Waterford Township,michigan",-83.4066132,42.6907443
MICHIGAN,michigan,Wayne,17232.00,121.00,2.00,15.00,26.00,78.00,479.00,140.00,276.00,63.00,7.00,"Wayne,michigan",-83.3863214,42.2814269
MICHIGAN,michigan,West Bloomfield Township,65840.00,43.00,0.00,9.00,7.00,27.00,705.00,144.00,544.00,17.00,5.00,"West Bloomfield Township,michigan",-83.373339,42.5678534
MICHIGAN,michigan,West Branch,2110.00,3.00,0.00,0.00,0.00,3.00,46.00,3.00,42.00,1.00,0.00,"West Branch,michigan",-84.2386132,44.2764083
MICHIGAN,michigan,Westland,82554.00,363.00,1.00,66.00,93.00,203.00,2399.00,564.00,1553.00,282.00,14.00,"Westland,michigan",-83.400211,42.324204
MICHIGAN,michigan,White Cloud,1387.00,8.00,0.00,3.00,0.00,5.00,59.00,13.00,46.00,0.00,0.00,"White Cloud,michigan",-85.771997,43.5502974
MICHIGAN,michigan,Whitehall,2683.00,6.00,0.00,2.00,0.00,4.00,64.00,3.00,60.00,1.00,1.00,"Whitehall,michigan",-86.3486792,43.4100107
MICHIGAN,michigan,White Lake Township,30585.00,22.00,1.00,3.00,2.00,16.00,434.00,80.00,347.00,7.00,3.00,"White Lake Township,michigan",-83.4856913,42.6592995
MICHIGAN,michigan,White Pigeon,1508.00,6.00,0.00,4.00,0.00,2.00,41.00,2.00,38.00,1.00,0.00,"White Pigeon,michigan",-85.6433229,41.7981056
MICHIGAN,michigan,Williamston,3836.00,2.00,0.00,1.00,1.00,0.00,21.00,8.00,13.00,0.00,0.00,"Williamston,michigan",-84.2830245,42.6889235
MICHIGAN,michigan,Wixom,13744.00,20.00,1.00,3.00,5.00,11.00,265.00,31.00,210.00,24.00,3.00,"Wixom,michigan",-83.5363268,42.5247555
MICHIGAN,michigan,Wolverine Lake,4370.00,3.00,0.00,2.00,1.00,0.00,19.00,6.00,13.00,0.00,0.00,"Wolverine Lake,michigan",-83.4883578,42.5545868
MICHIGAN,michigan,Woodhaven,12652.00,17.00,0.00,3.00,4.00,10.00,183.00,17.00,146.00,20.00,0.00,"Woodhaven,michigan",-83.2417994,42.1389839
MICHIGAN,michigan,Wyandotte,25378.00,56.00,0.00,6.00,12.00,38.00,570.00,115.00,402.00,53.00,7.00,"Wyandotte,michigan",-83.1499239,42.2142064
MICHIGAN,michigan,Wyoming,73786.00,309.00,0.00,59.00,68.00,182.00,1647.00,392.00,1140.00,115.00,8.00,"Wyoming,michigan",-85.7053085,42.9133602
MICHIGAN,michigan,Yale,1909.00,5.00,0.00,1.00,1.00,3.00,49.00,19.00,30.00,0.00,0.00,"Yale,michigan",-82.7982634,43.130026
MICHIGAN,michigan,Ypsilanti,19677.00,163.00,3.00,22.00,34.00,104.00,671.00,222.00,408.00,41.00,1.00,"Ypsilanti,michigan",-83.6129939,42.2411499
MICHIGAN,michigan,Zeeland,5575.00,4.00,0.00,1.00,1.00,2.00,122.00,57.00,63.00,2.00,2.00,"Zeeland,michigan",-86.018651,42.8125246
